Run,Fe_peak,Corr,Evaluated
17438,10381.953656812928,10381.953656812928,9580.0
17439,9502.226252770313,9502.226252770313,9580.0
17440,10812.734402798582,10812.734402798582,9580.0
17441,10348.343314558415,10348.343314558415,9580.0
17443,10450.569158347482,10450.569158347482,9580.0
17444,10350.991530935458,10350.991530935458,9580.0
17445,10700.716906085423,10700.716906085423,9580.0
17446,10707.767039671506,10707.767039671506,9580.0
17448,10037.887488844322,10037.887488844322,9580.0
17449,10590.97857509712,10590.97857509712,9580.0
17450,10323.190331463722,10323.190331463722,9580.0
17451,10598.022025861615,10598.022025861615,9580.0
17453,10312.192038496927,10312.192038496927,9580.0
17454,10692.274781629996,10692.274781629996,9580.0
17455,11060.453526074349,11060.453526074349,9580.0
17456,10694.870445100609,10694.870445100609,10111.764705882353
17458,10755.017526058396,10755.017526058396,10111.764705882353
17459,10537.920220710876,10537.920220710876,10111.764705882353
17460,10855.3158998484,10855.3158998484,10111.764705882353
17461,10775.709563421848,10775.709563421848,10111.764705882353
17463,11000.169120177412,11000.169120177412,10111.764705882353
17464,10659.848228705618,10659.848228705618,10111.764705882353
17465,9842.072810617576,9842.072810617576,10111.764705882353
17466,10595.938583619847,10595.938583619847,10111.764705882353
17468,10540.70731191219,10540.70731191219,10111.764705882353
17469,10381.240973438931,10381.240973438931,10111.764705882353
17470,11062.971387806643,11062.971387806643,10111.764705882353
17471,10875.418619923294,10875.418619923294,10111.764705882353
17473,10308.76591185172,10308.76591185172,10111.764705882353
17474,10608.051997980112,10608.051997980112,10111.764705882353
17475,10174.190291010038,10174.190291010038,10111.764705882353
17476,10751.422519169311,10751.422519169311,10111.764705882353
17478,10571.434216256515,10571.434216256515,10507.5
17479,10772.726684322331,10772.726684322331,10507.5
17480,10672.672125111876,10672.672125111876,10507.5
17481,10481.328029063145,10481.328029063145,10507.5
17483,10219.054236478094,10219.054236478094,10507.5
17484,10635.097320144543,10635.097320144543,10507.5
17485,11086.901395210256,11086.901395210256,10507.5
17486,10452.585711027199,10452.585711027199,10507.5
17488,10780.876804859201,10780.876804859201,10507.5
17489,10745.984420899058,10745.984420899058,10507.5
17490,9615.135035255742,9615.135035255742,10507.5
17491,10342.396584094338,10342.396584094338,10507.5
17493,10319.313230698925,10319.313230698925,10507.5
17494,10186.521725895198,10186.521725895198,10507.5
17495,11067.524264368669,11067.524264368669,10507.5
17496,10344.12826991439,10344.12826991439,10507.5
17498,10669.350412630767,10669.350412630767,9980.0
17499,10498.48012338273,10498.48012338273,9980.0
17500,10170.615022859542,10170.615022859542,9980.0
17501,10967.059302854092,10967.059302854092,9980.0
17503,10402.508994077469,10402.508994077469,9980.0
17504,11221.08106165163,11221.08106165163,9980.0
17505,9964.560309499937,9964.560309499937,9980.0
17506,10613.843076415818,10613.843076415818,9980.0
17508,10447.38566603122,10447.38566603122,9980.0
17509,10454.71350792528,10454.71350792528,9980.0
17510,11052.098007007931,11052.098007007931,9980.0
17511,10664.007340694028,10664.007340694028,9980.0
17513,10341.780954007354,10341.780954007354,9980.0
17514,11044.965197664991,11044.965197664991,9980.0
17515,10186.883590686268,10186.883590686268,9980.0
17516,10648.951239795326,10648.951239795326,9980.0
17518,10922.027524209283,10922.027524209283,9980.0
17519,10495.05580103942,10495.05580103942,9980.0
17520,10796.029290726085,10796.029290726085,11022.35294117647
17521,11418.567091910756,11418.567091910756,11022.35294117647
17523,10729.32435988778,10729.32435988778,11022.35294117647
17524,10744.702019837785,10744.702019837785,11022.35294117647
17525,10852.650430176658,10852.650430176658,11022.35294117647
17526,10577.745115115891,10577.745115115891,11022.35294117647
17528,10354.1019056094,10354.1019056094,11022.35294117647
17529,10682.034515604555,10682.034515604555,11022.35294117647
17530,10429.346529228531,10429.346529228531,11022.35294117647
17531,10786.179740228918,10786.179740228918,11022.35294117647
17533,10531.438775392271,10531.438775392271,11022.35294117647
17534,10957.010475439334,10957.010475439334,11022.35294117647
17535,10516.416453325075,10516.416453325075,11022.35294117647
17536,11062.804498779726,11062.804498779726,11022.35294117647
17538,10130.939907293001,10130.939907293001,11022.35294117647
17539,10390.530297483696,10390.530297483696,11022.35294117647
17540,10371.89952086518,10371.89952086518,11022.35294117647
17541,10750.12940362263,10750.12940362263,10598.823529411764
17543,10339.469208441218,10339.469208441218,10598.823529411764
17544,10606.108268597842,10606.108268597842,10598.823529411764
17545,10580.58995175495,10580.58995175495,10598.823529411764
17546,10896.123940987669,10896.123940987669,10598.823529411764
17548,10220.857888670442,10220.857888670442,10598.823529411764
17549,10929.974568673328,10929.974568673328,10598.823529411764
17550,10836.348385337606,10836.348385337606,10598.823529411764
17551,10312.10267422165,10312.10267422165,10598.823529411764
17553,10917.696617083126,10917.696617083126,10598.823529411764
17554,10328.543914797177,10328.543914797177,10598.823529411764
17555,10994.564428481921,10994.564428481921,10598.823529411764
17556,10743.654533767798,10743.654533767798,10598.823529411764
17558,10421.760051079558,10421.760051079558,10598.823529411764
17559,10443.897564136993,10443.897564136993,10598.823529411764
17560,10514.04366492296,10514.04366492296,10598.823529411764
17561,11098.024260510518,11098.024260510518,10598.823529411764
17563,10035.048594711086,10035.048594711086,9582.35294117647
17564,10321.615775290416,10321.615775290416,9582.35294117647
17565,10726.989227858709,10726.989227858709,9582.35294117647
17566,11309.49923750178,11309.49923750178,9582.35294117647
17568,10724.92219214578,10724.92219214578,9582.35294117647
17569,10371.827989095811,10371.827989095811,9582.35294117647
17570,10678.854377200863,10678.854377200863,9582.35294117647
17571,10988.35577435066,10988.35577435066,9582.35294117647
17573,10435.127777934042,10435.127777934042,9582.35294117647
17574,10606.92465518998,10606.92465518998,9582.35294117647
17575,10581.832611524549,10581.832611524549,9582.35294117647
17576,10913.862379114871,10913.862379114871,9582.35294117647
17578,10770.746364723527,10770.746364723527,9582.35294117647
17579,10651.30077582716,10651.30077582716,9582.35294117647
17580,10780.43821754598,10780.43821754598,9582.35294117647
17581,10493.316250346708,10493.316250346708,9582.35294117647
17583,10802.552021799891,10802.552021799891,9582.35294117647
17584,10482.496051520902,10482.496051520902,9794.117647058823
17585,10821.587425235097,10821.587425235097,9794.117647058823
17586,10830.998659170118,10830.998659170118,9794.117647058823
17588,10395.301799051087,10395.301799051087,9794.117647058823
17589,10824.589641831513,10824.589641831513,9794.117647058823
17590,10846.865418014146,10846.865418014146,9794.117647058823
17591,10513.857123539445,10513.857123539445,9794.117647058823
17593,11146.551195843938,11146.551195843938,9794.117647058823
17594,11068.45744070712,11068.45744070712,9794.117647058823
17595,10763.864610836095,10763.864610836095,9794.117647058823
17596,11228.463150497795,11228.463150497795,9794.117647058823
17598,10176.340573941448,10176.340573941448,9794.117647058823
17599,10678.013060050562,10678.013060050562,9794.117647058823
17600,10502.53487303592,10502.53487303592,9794.117647058823
17601,10533.0698940182,10533.0698940182,9794.117647058823
17603,11203.836556335991,11203.836556335991,9794.117647058823
17604,10808.707432439516,10808.707432439516,9794.117647058823
17605,10768.79545168598,10768.79545168598,10080.0
17606,10915.697305049624,10915.697305049624,10080.0
17608,10085.071742182196,10085.071742182196,10080.0
17609,9958.486448130085,9958.486448130085,10080.0
17610,10876.958314585354,10876.958314585354,10080.0
17611,10869.641254676197,10869.641254676197,10080.0
17613,10416.108961457036,10416.108961457036,10080.0
17614,10826.11230398781,10826.11230398781,10080.0
17615,10593.784565921642,10593.784565921642,10080.0
17616,10910.824281102232,10910.824281102232,10080.0
17618,10644.964361573675,10644.964361573675,10080.0
17619,10911.628316946595,10911.628316946595,10080.0
17620,10968.8917386903,10968.8917386903,10080.0
17621,10969.24004499238,10969.24004499238,10080.0
17623,9875.428566111032,9875.428566111032,10080.0
17624,10567.073707742491,10567.073707742491,10080.0
17625,11146.44165640386,11146.44165640386,10080.0
17626,10842.34924944072,10842.34924944072,10080.0
17628,10842.681516731169,10842.681516731169,9945.0
17629,11037.238198639558,11037.238198639558,9945.0
17630,10802.659675466106,10802.659675466106,9945.0
17631,10446.791979545744,10446.791979545744,9945.0
17633,10608.259885656704,10608.259885656704,9945.0
17634,10435.420917820862,10435.420917820862,9945.0
17635,10774.805526967592,10774.805526967592,9945.0
17636,10991.365015497817,10991.365015497817,9945.0
17638,10749.048317051076,10749.048317051076,9945.0
17639,10323.426945791385,10323.426945791385,9945.0
17640,10643.45457638822,10643.45457638822,9945.0
17641,10339.582798800391,10339.582798800391,9945.0
17643,11403.361985621828,11403.361985621828,9945.0
17644,10748.135399170698,10748.135399170698,9945.0
17645,11183.684677817208,11183.684677817208,9945.0
17646,10670.322243998111,10670.322243998111,9945.0
17648,10677.392445798854,10677.392445798854,10768.235294117647
17649,10594.671906726175,10594.671906726175,10768.235294117647
17650,10648.812788353913,10648.812788353913,10768.235294117647
17651,10487.50652171347,10487.50652171347,10768.235294117647
17653,10674.698417128411,10674.698417128411,10768.235294117647
17654,10428.214890385276,10428.214890385276,10768.235294117647
17655,10840.584521265937,10840.584521265937,10768.235294117647
17656,10463.688733798488,10463.688733798488,10768.235294117647
17658,10817.526184954582,10817.526184954582,10768.235294117647
17659,11030.974304732945,11030.974304732945,10768.235294117647
17660,10550.670724983322,10550.670724983322,10768.235294117647
17661,10899.08315245171,10899.08315245171,10768.235294117647
17663,10903.552724006617,10903.552724006617,10768.235294117647
17664,11187.4912336099,11187.4912336099,10768.235294117647
17665,10247.21014418328,10247.21014418328,10768.235294117647
17666,10789.58715784529,10789.58715784529,10768.235294117647
17668,10746.946404387274,10746.946404387274,10768.235294117647
17669,10441.89436948756,10441.89436948756,10440.0
17670,10590.635535583775,10590.635535583775,10440.0
17671,10389.246448049373,10389.246448049373,10440.0
17673,11139.620672787232,11139.620672787232,10440.0
17674,11106.316872305944,11106.316872305944,10440.0
17675,10684.214178740529,10684.214178740529,10440.0
17676,11125.969501420144,11125.969501420144,10440.0
17678,10312.248170485826,10312.248170485826,10440.0
17679,11137.699488483582,11137.699488483582,10440.0
17680,10688.375952752422,10688.375952752422,10440.0
17681,10392.494668912948,10392.494668912948,10440.0
17683,11053.888731751958,11053.888731751958,10440.0
17684,10922.489644198458,10922.489644198458,10440.0
17685,10361.514021897588,10361.514021897588,10440.0
17686,10428.360252269817,10428.360252269817,10440.0
17688,10973.996989708156,10973.996989708156,10440.0
17689,10680.614964324139,10680.614964324139,10440.0
17690,10166.286617367728,10166.286617367728,10440.0
17691,10439.714715693184,10439.714715693184,10282.5
17693,10370.38213407907,10370.38213407907,10282.5
17694,11073.757214173645,11073.757214173645,10282.5
17695,10706.001698022812,10706.001698022812,10282.5
17697,10944.484268211181,10944.484268211181,10282.5
17698,10423.095229189988,10423.095229189988,10282.5
17699,10532.664201181844,10532.664201181844,10282.5
17700,10271.657820850893,10271.657820850893,10282.5
17702,9741.30332273843,9741.30332273843,10282.5
17703,10688.720167440304,10688.720167440304,10282.5
17704,10522.611151309393,10522.611151309393,10282.5
17705,10375.22948249294,10375.22948249294,10282.5
17707,10932.995376709354,10932.995376709354,10282.5
17708,10995.936436100705,10995.936436100705,10282.5
17709,10581.573259872572,10581.573259872572,10282.5
17710,10529.639933127211,10529.639933127211,10282.5
17712,11285.152911008465,11285.152911008465,10281.176470588236
17713,10675.669609430479,10675.669609430479,10281.176470588236
17714,10640.079580745263,10640.079580745263,10281.176470588236
17715,10845.069795098008,10845.069795098008,10281.176470588236
17717,10552.036555311612,10552.036555311612,10281.176470588236
17718,10676.9576823906,10676.9576823906,10281.176470588236
17719,10829.881983000849,10829.881983000849,10281.176470588236
17720,10622.602195199759,10622.602195199759,10281.176470588236
17722,10449.330594825069,10449.330594825069,10281.176470588236
17723,10787.20950220823,10787.20950220823,10281.176470588236
17724,10702.41724773032,10702.41724773032,10281.176470588236
17726,10607.851171489145,10607.851171489145,10281.176470588236
17727,10600.13425327418,10600.13425327418,10281.176470588236
17728,11016.317912189079,11016.317912189079,10281.176470588236
17729,11522.333510469463,11522.333510469463,10281.176470588236
17731,11156.181320361533,11156.181320361533,10281.176470588236
17732,10950.184375262275,10950.184375262275,10281.176470588236
17733,10563.279414557515,10563.279414557515,11120.0
17734,10896.5547785025,10896.5547785025,11120.0
17736,10247.058549734356,10247.058549734356,11120.0
17737,10773.057824755295,10773.057824755295,11120.0
17738,10578.071016489928,10578.071016489928,11120.0
17739,10280.054480043078,10280.054480043078,11120.0
17741,10979.867641644672,10979.867641644672,11120.0
17742,10841.426511662092,10841.426511662092,11120.0
17743,11041.135308307154,11041.135308307154,11120.0
17744,11326.433172589885,11326.433172589885,11120.0
17746,10933.771852277616,10933.771852277616,11120.0
17747,10134.313172090755,10134.313172090755,11120.0
17748,10285.789471164217,10285.789471164217,11120.0
17749,10972.932954194071,10972.932954194071,11120.0
17751,11134.06860833758,11134.06860833758,11120.0
17752,10168.284425612785,10168.284425612785,11120.0
17753,10462.414726887457,10462.414726887457,11120.0
17754,10718.972633840891,10718.972633840891,11120.0
17756,10668.550802595131,10668.550802595131,9517.5
17757,10503.344193256637,10503.344193256637,9517.5
17758,11055.855439972036,11055.855439972036,9517.5
17759,10269.68360963636,10269.68360963636,9517.5
17761,10365.409638922316,10365.409638922316,9517.5
17762,10077.29906332116,10077.29906332116,9517.5
17763,10177.694178792362,10177.694178792362,9517.5
17764,10632.544374316394,10632.544374316394,9517.5
17766,9667.140627916773,9667.140627916773,9517.5
17767,9980.661119927538,9980.661119927538,9517.5
17768,10610.183778122766,10610.183778122766,9517.5
17769,9853.20307630649,9853.20307630649,9517.5
17771,10403.7087681895,10403.7087681895,9517.5
17772,9828.208339634042,9828.208339634042,9517.5
17773,10280.507673109398,10280.507673109398,9517.5
17774,9884.106107501353,9884.106107501353,9517.5
17776,9524.927218235545,9524.927218235545,9800.0
17777,9493.356513194007,9493.356513194007,9800.0
17778,9705.52118223902,9705.52118223902,9800.0
17779,10005.21472681134,10005.21472681134,9800.0
17781,10154.22538726167,10154.22538726167,9800.0
17782,9502.162874116038,9502.162874116038,9800.0
17783,9395.539898505667,9395.539898505667,9800.0
17784,9593.04036480462,9593.04036480462,9800.0
17786,9267.625299519057,9267.625299519057,9800.0
17787,9175.742651614572,9175.742651614572,9800.0
17788,9231.28273484535,9231.28273484535,9800.0
17789,8904.882307530646,8904.882307530646,9800.0
17791,8953.10474187967,8953.10474187967,9800.0
17792,9150.059838422056,9150.059838422056,9800.0
17793,8749.993306921233,8749.993306921233,9800.0
17794,8629.071901185029,8629.071901185029,9800.0
17796,8928.243249980624,8928.243249980624,9800.0
17797,8151.700108404222,8151.700108404222,9800.0
17798,8667.483221377555,8667.483221377555,8640.0
17799,8812.075743019268,8812.075743019268,8640.0
17801,8393.644141223995,8393.644141223995,8640.0
17802,8990.196815262112,8990.196815262112,8640.0
17803,8713.668327239593,8713.668327239593,8640.0
17804,8130.657868076217,8130.657868076217,8640.0
17806,8162.420797815009,8162.420797815009,8640.0
17807,8476.8108108402,8476.8108108402,8640.0
17808,8616.29825354802,8616.29825354802,8640.0
17809,8207.553995027158,8207.553995027158,8640.0
17811,8135.922326948083,8135.922326948083,8640.0
17812,7857.054682866806,7857.054682866806,8640.0
17813,8048.089854759892,8048.089854759892,8640.0
17814,7955.661977306348,7955.661977306348,8640.0
17816,8134.580365148737,8134.580365148737,8640.0
17818,0.0,8134.580365148737,8640.0
17819,0.0,8134.580365148737,8043.1578947368425
17820,0.0,8134.580365148737,8043.1578947368425
17821,0.0,8134.580365148737,8043.1578947368425
17822,0.0,8134.580365148737,8043.1578947368425
17823,0.0,8134.580365148737,8043.1578947368425
17824,0.0,8134.580365148737,8043.1578947368425
17825,0.0,8134.580365148737,8043.1578947368425
17826,0.0,8134.580365148737,8043.1578947368425
17827,0.0,8134.580365148737,8043.1578947368425
17828,0.0,8134.580365148737,8043.1578947368425
17830,0.0,8134.580365148737,8043.1578947368425
17831,0.0,8134.580365148737,8043.1578947368425
17832,0.0,8134.580365148737,8043.1578947368425
17833,0.0,8134.580365148737,8043.1578947368425
17834,0.0,8134.580365148737,8043.1578947368425
17835,0.0,8134.580365148737,8043.1578947368425
17836,0.0,8134.580365148737,8043.1578947368425
17837,0.0,8134.580365148737,8043.1578947368425
17839,0.0,8134.580365148737,8043.1578947368425
17840,0.0,8134.580365148737,8424.0
17841,0.0,8134.580365148737,8424.0
17842,0.0,8134.580365148737,8424.0
17843,0.0,8134.580365148737,8424.0
17844,0.0,8134.580365148737,8424.0
17845,0.0,8134.580365148737,8424.0
17846,0.0,8134.580365148737,8424.0
17848,0.0,8134.580365148737,8424.0
17849,0.0,8134.580365148737,8424.0
17850,0.0,8134.580365148737,8424.0
17851,0.0,8134.580365148737,8424.0
17852,0.0,8134.580365148737,8424.0
17853,0.0,8134.580365148737,8424.0
17854,0.0,8134.580365148737,8424.0
17855,0.0,8134.580365148737,8424.0
17857,0.0,8134.580365148737,8424.0
17858,0.0,8134.580365148737,8424.0
17859,0.0,8134.580365148737,8424.0
17860,0.0,8134.580365148737,8424.0
17861,0.0,8134.580365148737,8424.0
17862,0.0,8134.580365148737,8005.263157894737
17863,0.0,8134.580365148737,8005.263157894737
17864,0.0,8134.580365148737,8005.263157894737
17866,0.0,8134.580365148737,8005.263157894737
17867,0.0,8134.580365148737,8005.263157894737
17868,0.0,8134.580365148737,8005.263157894737
17869,0.0,8134.580365148737,8005.263157894737
17870,0.0,8134.580365148737,8005.263157894737
17871,0.0,8134.580365148737,8005.263157894737
17872,0.0,8134.580365148737,8005.263157894737
17873,0.0,8134.580365148737,8005.263157894737
17875,0.0,8134.580365148737,8005.263157894737
17876,0.0,8134.580365148737,8005.263157894737
17877,0.0,8134.580365148737,8005.263157894737
17878,0.0,8134.580365148737,8005.263157894737
17879,0.0,8134.580365148737,8005.263157894737
17880,0.0,8134.580365148737,8005.263157894737
17881,0.0,8134.580365148737,8005.263157894737
17882,0.0,8134.580365148737,8005.263157894737
17884,0.0,7040.0,7040.0
17885,0.0,7040.0,7040.0
17886,0.0,7040.0,7040.0
17887,0.0,7040.0,7040.0
17888,0.0,7040.0,7040.0
17889,0.0,7040.0,7040.0
17890,0.0,7040.0,7040.0
17891,0.0,7040.0,7040.0
17893,0.0,7040.0,7040.0
17894,0.0,7040.0,7040.0
17895,0.0,7040.0,7040.0
17896,0.0,7040.0,7040.0
17897,0.0,7040.0,7040.0
17898,0.0,7040.0,7040.0
17899,0.0,7040.0,7040.0
17900,0.0,7040.0,7040.0
17902,0.0,7040.0,7040.0
17903,0.0,7040.0,7040.0
17904,0.0,7758.0,7758.0
17905,0.0,7758.0,7758.0
17906,0.0,7758.0,7758.0
17907,0.0,7758.0,7758.0
17908,0.0,7758.0,7758.0
17909,0.0,7758.0,7758.0
17911,0.0,7758.0,7758.0
17912,0.0,7758.0,7758.0
17913,0.0,7758.0,7758.0
17914,0.0,7758.0,7758.0
17915,0.0,7758.0,7758.0
17916,0.0,7758.0,7758.0
17917,0.0,7758.0,7758.0
17918,0.0,7758.0,7758.0
17920,0.0,7758.0,7758.0
17921,0.0,7758.0,7758.0
17922,0.0,7758.0,7758.0
17923,0.0,7758.0,7758.0
17924,0.0,7758.0,7758.0
17925,0.0,7758.0,7758.0
17926,0.0,6500.0,6500.0
17927,0.0,6500.0,6500.0
17929,0.0,6500.0,6500.0
17930,0.0,6500.0,6500.0
17931,0.0,6500.0,6500.0
17932,0.0,6500.0,6500.0
17933,0.0,6500.0,6500.0
17934,0.0,6500.0,6500.0
17935,0.0,6500.0,6500.0
17936,0.0,6500.0,6500.0
17938,0.0,6500.0,6500.0
17939,0.0,6500.0,6500.0
17940,0.0,6500.0,6500.0
17941,0.0,6500.0,6500.0
17942,0.0,6500.0,6500.0
17943,0.0,6500.0,6500.0
17944,0.0,6500.0,6500.0
17945,0.0,6500.0,6500.0
17947,0.0,6735.789473684211,6735.789473684211
17948,0.0,6735.789473684211,6735.789473684211
17949,0.0,6735.789473684211,6735.789473684211
17950,0.0,6735.789473684211,6735.789473684211
17951,0.0,6735.789473684211,6735.789473684211
17952,0.0,6735.789473684211,6735.789473684211
17953,0.0,6735.789473684211,6735.789473684211
17954,0.0,6735.789473684211,6735.789473684211
17956,0.0,6735.789473684211,6735.789473684211
17957,0.0,6735.789473684211,6735.789473684211
17958,0.0,6735.789473684211,6735.789473684211
17959,0.0,6735.789473684211,6735.789473684211
17960,0.0,6735.789473684211,6735.789473684211
17961,0.0,6735.789473684211,6735.789473684211
17962,0.0,6735.789473684211,6735.789473684211
17963,0.0,6735.789473684211,6735.789473684211
17965,0.0,6735.789473684211,6735.789473684211
17966,0.0,6735.789473684211,6735.789473684211
17967,0.0,6735.789473684211,6735.789473684211
17968,0.0,6840.0,6840.0
17969,0.0,6840.0,6840.0
17970,0.0,6840.0,6840.0
17971,0.0,6840.0,6840.0
17972,0.0,6840.0,6840.0
17974,0.0,6840.0,6840.0
17975,0.0,6840.0,6840.0
17976,0.0,6840.0,6840.0
17977,0.0,6840.0,6840.0
17978,0.0,6840.0,6840.0
17979,0.0,6840.0,6840.0
17980,0.0,6840.0,6840.0
17981,0.0,6840.0,6840.0
17983,0.0,6840.0,6840.0
17984,0.0,6840.0,6840.0
17985,0.0,6840.0,6840.0
17986,0.0,6840.0,6840.0
17987,0.0,6840.0,6840.0
17988,0.0,6840.0,6840.0
17989,0.0,6840.0,6840.0
17990,0.0,6080.0,6080.0
17992,0.0,6080.0,6080.0
17993,0.0,6080.0,6080.0
17994,0.0,6080.0,6080.0
17995,0.0,6080.0,6080.0
17996,0.0,6080.0,6080.0
17997,0.0,6080.0,6080.0
17998,0.0,6080.0,6080.0
17999,0.0,6080.0,6080.0
18001,0.0,6080.0,6080.0
18002,0.0,6080.0,6080.0
18003,0.0,6080.0,6080.0
18004,0.0,6080.0,6080.0
18005,0.0,6080.0,6080.0
18006,0.0,6080.0,6080.0
18007,0.0,6080.0,6080.0
18008,0.0,6080.0,6080.0
18010,0.0,6080.0,6080.0
18011,0.0,5976.0,5976.0
18012,0.0,5976.0,5976.0
18013,0.0,5976.0,5976.0
18014,0.0,5976.0,5976.0
18015,0.0,5976.0,5976.0
18016,0.0,5976.0,5976.0
18017,0.0,5976.0,5976.0
18019,0.0,5976.0,5976.0
18020,0.0,5976.0,5976.0
18021,0.0,5976.0,5976.0
18022,0.0,5976.0,5976.0
18023,0.0,5976.0,5976.0
18024,0.0,5976.0,5976.0
18025,0.0,5976.0,5976.0
18026,0.0,5976.0,5976.0
18028,0.0,5976.0,5976.0
18029,0.0,5976.0,5976.0
18030,0.0,5976.0,5976.0
18031,0.0,5976.0,5976.0
18032,0.0,5976.0,5976.0
18033,0.0,6565.263157894737,6565.263157894737
18034,0.0,6565.263157894737,6565.263157894737
18035,0.0,6565.263157894737,6565.263157894737
18037,0.0,6565.263157894737,6565.263157894737
18038,0.0,6565.263157894737,6565.263157894737
18039,0.0,6565.263157894737,6565.263157894737
18040,0.0,6565.263157894737,6565.263157894737
18041,0.0,6565.263157894737,6565.263157894737
18042,0.0,6565.263157894737,6565.263157894737
18043,0.0,6565.263157894737,6565.263157894737
18044,0.0,6565.263157894737,6565.263157894737
18046,0.0,6565.263157894737,6565.263157894737
18047,0.0,6565.263157894737,6565.263157894737
18048,0.0,6565.263157894737,6565.263157894737
18049,0.0,6565.263157894737,6565.263157894737
18050,0.0,6565.263157894737,6565.263157894737
18051,0.0,6565.263157894737,6565.263157894737
18052,0.0,6565.263157894737,6565.263157894737
18053,0.0,6565.263157894737,6565.263157894737
18055,0.0,5200.0,5200.0
18056,0.0,5200.0,5200.0
18057,0.0,5200.0,5200.0
18058,0.0,5200.0,5200.0
18059,0.0,5200.0,5200.0
18060,0.0,5200.0,5200.0
18061,0.0,5200.0,5200.0
18062,0.0,5200.0,5200.0
18064,0.0,5200.0,5200.0
18065,0.0,5200.0,5200.0
18066,0.0,5200.0,5200.0
18067,0.0,5200.0,5200.0
18068,0.0,5200.0,5200.0
18069,0.0,5200.0,5200.0
18070,0.0,5200.0,5200.0
18071,0.0,5200.0,5200.0
18073,0.0,5200.0,5200.0
18074,0.0,5200.0,5200.0
18075,0.0,5712.631578947368,5712.631578947368
18076,0.0,5712.631578947368,5712.631578947368
18077,0.0,5712.631578947368,5712.631578947368
18078,0.0,5712.631578947368,5712.631578947368
18079,0.0,5712.631578947368,5712.631578947368
18080,0.0,5712.631578947368,5712.631578947368
18082,0.0,5712.631578947368,5712.631578947368
18083,0.0,5712.631578947368,5712.631578947368
18084,0.0,5712.631578947368,5712.631578947368
18085,0.0,5712.631578947368,5712.631578947368
18086,0.0,5712.631578947368,5712.631578947368
18087,0.0,5712.631578947368,5712.631578947368
18088,0.0,5712.631578947368,5712.631578947368
18089,0.0,5712.631578947368,5712.631578947368
18091,0.0,5712.631578947368,5712.631578947368
18093,0.0,5712.631578947368,5712.631578947368
18094,0.0,5712.631578947368,5712.631578947368
